,team_1,Seed_1,team_0,Seed_0,winner,team_score_mean_1,num_ot_mean_1,fgm_mean_1,fga_mean_1,fgm3_mean_1,fga3_mean_1,ftm_mean_1,fta_mean_1,or_mean_1,dr_mean_1,ast_mean_1,to_mean_1,stl_mean_1,blk_mean_1,pf_mean_1,team_score_median_1,num_ot_median_1,fgm_median_1,fga_median_1,fgm3_median_1,fga3_median_1,ftm_median_1,fta_median_1,or_median_1,dr_median_1,ast_median_1,to_median_1,stl_median_1,blk_median_1,pf_median_1,Last14days_1,last14days_wins_1,team_score_mean_0,num_ot_mean_0,fgm_mean_0,fga_mean_0,fgm3_mean_0,fga3_mean_0,ftm_mean_0,fta_mean_0,or_mean_0,dr_mean_0,ast_mean_0,to_mean_0,stl_mean_0,blk_mean_0,pf_mean_0,team_score_median_0,num_ot_median_0,fgm_median_0,fga_median_0,fgm3_median_0,fga3_median_0,ftm_median_0,fta_median_0,or_median_0,dr_median_0,ast_median_0,to_median_0,stl_median_0,blk_median_0,pf_median_0,Last14days_0,last14days_wins_0,season
0,1106,16,1287,16,0,64.16748768472907,0.03940886699507389,22.527093596059114,53.98522167487685,5.679802955665025,17.497536945812808,13.433497536945813,20.896551724137932,12.10344827586207,23.295566502463053,11.438423645320198,15.305418719211822,6.54679802955665,3.1724137931034484,18.945812807881772,64.0,0.0,22.0,54.0,6.0,17.0,13.0,21.0,12.0,23.0,11.0,15.0,6.0,3.0,19.0,35,22,67.32105263157895,0.042105263157894736,23.689473684210526,53.17368421052632,5.363157894736842,16.147368421052633,14.578947368421053,20.147368421052633,10.942105263157895,22.126315789473683,13.494736842105263,15.142105263157895,6.4,2.3789473684210525,18.294736842105262,66.0,0.0,23.0,53.0,5.0,16.0,14.0,19.0,10.5,22.0,14.0,15.0,6.0,2.0,18.0,9,5,2009
1,1257,01,1287,16,1,74.64351851851852,0.05092592592592592,25.75,58.041666666666664,8.166666666666666,22.944444444444443,14.976851851851851,21.59259259259259,12.50925925925926,25.21759259259259,15.643518518518519,13.49074074074074,8.041666666666666,4.662037037037037,19.416666666666668,73.5,0.0,25.0,58.0,8.0,23.0,15.0,21.0,13.0,25.0,15.0,13.0,8.0,4.0,19.0,27,19,67.32105263157895,0.042105263157894736,23.689473684210526,53.17368421052632,5.363157894736842,16.147368421052633,14.578947368421053,20.147368421052633,10.942105263157895,22.126315789473683,13.494736842105263,15.142105263157895,6.4,2.3789473684210525,18.294736842105262,66.0,0.0,23.0,53.0,5.0,16.0,14.0,19.0,10.5,22.0,14.0,15.0,6.0,2.0,18.0,9,5,2009
2,1151,16,1163,01,0,73.11442786069652,0.03980099502487562,24.920398009950247,55.38805970149254,6.970149253731344,20.442786069651742,16.303482587064675,24.049751243781095,12.064676616915422,25.109452736318406,14.029850746268657,16.29353233830846,6.577114427860696,2.3134328358208953,17.621890547263682,74.0,0.0,25.0,56.0,7.0,20.0,16.0,23.0,11.0,25.0,14.0,16.0,6.0,2.0,17.0,18,13,77.75925925925925,0.06944444444444445,27.84722222222222,60.11574074074074,5.37037037037037,14.847222222222221,16.694444444444443,24.73611111111111,15.125,28.5,15.773148148148149,14.300925925925926,6.314814814814815,8.61111111111111,15.87962962962963,76.0,0.0,27.0,60.0,5.0,14.0,16.0,25.0,14.0,28.0,15.0,14.0,6.0,8.0,16.0,25,13,2009
3,1127,15,1181,02,0,64.57352941176471,0.0392156862745098,22.681372549019606,54.838235294117645,6.4068627450980395,19.38235294117647,12.803921568627452,18.63235294117647,11.627450980392156,22.612745098039216,11.142156862745098,14.102941176470589,6.946078431372549,3.573529411764706,19.480392156862745,64.0,0.0,23.0,54.0,6.0,19.0,12.0,17.0,11.0,22.0,11.0,14.0,7.0,3.0,19.0,10,5,79.45291479820628,0.04932735426008968,27.05829596412556,58.28699551569507,7.690582959641255,20.542600896860986,17.6457399103139,24.56053811659193,12.47982062780269,23.672645739910315,14.044843049327355,13.771300448430493,8.67713004484305,5.2690582959641254,18.614349775784753,79.0,0.0,27.0,58.0,7.0,20.0,17.0,25.0,12.0,23.0,14.0,14.0,8.0,5.0,18.0,32,20,2009
4,1103,13,1211,04,0,72.08490566037736,0.10849056603773585,24.87264150943396,54.7122641509434,7.179245283018868,19.712264150943398,15.160377358490566,21.702830188679247,11.075471698113208,21.712264150943398,14.580188679245284,13.14622641509434,7.136792452830188,3.018867924528302,19.452830188679247,72.0,0.0,25.0,55.0,7.0,20.0,14.5,21.0,10.5,21.5,15.0,13.0,7.0,3.0,19.0,31,18,79.03738317757009,0.08878504672897196,27.58411214953271,56.38785046728972,6.453271028037383,16.672897196261683,17.41588785046729,23.50467289719626,11.401869158878505,26.509345794392523,15.369158878504672,13.537383177570094,6.757009345794392,3.850467289719626,17.733644859813083,80.0,0.0,27.0,56.0,6.0,16.5,17.0,23.0,11.0,26.0,15.0,14.0,6.0,4.0,18.0,19,17,2009
5,1139,09,1261,08,0,66.8125,0.1201923076923077,22.533653846153847,50.48076923076923,8.60576923076923,23.3125,13.139423076923077,17.889423076923077,8.495192307692308,20.490384615384617,12.461538461538462,10.23076923076923,5.711538461538462,2.25,17.58653846153846,67.0,0.0,22.0,50.0,8.0,23.0,13.0,17.0,8.0,20.0,12.0,10.0,6.0,2.0,17.0,14,8,71.67605633802818,0.051643192488262914,25.690140845070424,56.305164319248824,5.938967136150235,16.92488262910798,14.35680751173709,20.544600938967136,12.089201877934272,25.23474178403756,14.309859154929578,13.87793427230047,7.145539906103286,5.154929577464789,16.187793427230048,70.0,0.0,25.0,56.0,5.0,17.0,14.0,20.0,12.0,25.0,14.0,14.0,7.0,5.0,16.0,27,15,2009
6,1143,07,1268,10,0,71.49056603773585,0.09905660377358491,25.62264150943396,56.04245283018868,5.8915094339622645,16.150943396226417,14.35377358490566,20.17452830188679,10.745283018867925,23.30188679245283,14.518867924528301,13.169811320754716,5.150943396226415,2.589622641509434,17.433962264150942,72.0,0.0,26.0,56.0,6.0,15.5,13.5,18.0,11.0,23.0,14.0,13.0,5.0,2.0,17.0,26,9,77.25821596244131,0.07981220657276995,27.788732394366196,61.64319248826291,5.605633802816901,15.746478873239436,16.07511737089202,22.774647887323944,13.63849765258216,25.812206572769952,16.103286384976524,15.23943661971831,8.19718309859155,6.112676056338028,18.389671361502348,76.0,0.0,27.0,61.0,5.0,15.0,16.0,23.0,13.0,26.0,16.0,15.0,8.0,6.0,18.0,23,12,2009
7,1169,15,1272,02,0,71.76616915422886,0.07960199004975124,25.17412935323383,56.53731343283582,6.124378109452737,17.53731343283582,15.293532338308458,21.502487562189053,12.124378109452737,22.37313432835821,13.587064676616915,17.114427860696516,9.0,2.5522388059701493,22.16417910447761,72.0,0.0,25.0,56.0,6.0,17.0,14.0,21.0,12.0,22.0,13.0,17.0,8.0,2.0,22.0,27,12,76.20444444444445,0.017777777777777778,26.52,59.81333333333333,7.342222222222222,21.16,15.822222222222223,24.16,14.337777777777777,25.56,14.76,13.684444444444445,8.484444444444444,5.804444444444444,18.795555555555556,76.0,0.0,26.0,60.0,7.0,21.0,15.0,24.0,14.0,26.0,14.0,13.0,8.0,5.0,19.0,33,26,2009
8,1268,10,1272,02,0,77.25821596244131,0.07981220657276995,27.788732394366196,61.64319248826291,5.605633802816901,15.746478873239436,16.07511737089202,22.774647887323944,13.63849765258216,25.812206572769952,16.103286384976524,15.23943661971831,8.19718309859155,6.112676056338028,18.389671361502348,76.0,0.0,27.0,61.0,5.0,15.0,16.0,23.0,13.0,26.0,16.0,15.0,8.0,6.0,18.0,23,12,76.20444444444445,0.017777777777777778,26.52,59.81333333333333,7.342222222222222,21.16,15.822222222222223,24.16,14.337777777777777,25.56,14.76,13.684444444444445,8.484444444444444,5.804444444444444,18.795555555555556,76.0,0.0,26.0,60.0,7.0,21.0,15.0,24.0,14.0,26.0,14.0,13.0,8.0,5.0,19.0,33,26,2009
9,1155,07,1276,10,0,73.16666666666667,0.0761904761904762,26.78095238095238,59.54761904761905,6.6,19.095238095238095,13.004761904761905,20.714285714285715,14.314285714285715,22.485714285714284,14.342857142857143,15.466666666666667,9.123809523809523,4.871428571428571,18.747619047619047,74.0,0.0,26.0,60.0,6.0,19.0,13.0,20.0,14.0,22.0,14.0,16.0,9.0,5.0,18.0,23,10,66.15348837209302,0.03255813953488372,23.246511627906976,53.2093023255814,6.288372093023256,18.8,13.372093023255815,18.325581395348838,11.13953488372093,22.376744186046512,13.372093023255815,14.162790697674419,6.130232558139535,4.3023255813953485,16.530232558139534,66.0,0.0,23.0,53.0,6.0,18.0,13.0,18.0,11.0,23.0,13.0,14.0,6.0,4.0,17.0,21,8,2009
