,team_1,Seed_1,team_0,Seed_0,winner,team_score_mean_1,num_ot_mean_1,fgm_mean_1,fga_mean_1,fgm3_mean_1,fga3_mean_1,ftm_mean_1,fta_mean_1,or_mean_1,dr_mean_1,ast_mean_1,to_mean_1,stl_mean_1,blk_mean_1,pf_mean_1,team_score_median_1,num_ot_median_1,fgm_median_1,fga_median_1,fgm3_median_1,fga3_median_1,ftm_median_1,fta_median_1,or_median_1,dr_median_1,ast_median_1,to_median_1,stl_median_1,blk_median_1,pf_median_1,Last14days_1,last14days_wins_1,team_score_mean_0,num_ot_mean_0,fgm_mean_0,fga_mean_0,fgm3_mean_0,fga3_mean_0,ftm_mean_0,fta_mean_0,or_mean_0,dr_mean_0,ast_mean_0,to_mean_0,stl_mean_0,blk_mean_0,pf_mean_0,team_score_median_0,num_ot_median_0,fgm_median_0,fga_median_0,fgm3_median_0,fga3_median_0,ftm_median_0,fta_median_0,or_median_0,dr_median_0,ast_median_0,to_median_0,stl_median_0,blk_median_0,pf_median_0,Last14days_0,last14days_wins_0,season
0,1254,16,1347,16,0,73.23492723492724,0.08731808731808732,25.051975051975052,58.2016632016632,6.852390852390853,20.116424116424117,16.27858627858628,23.64033264033264,12.563409563409563,25.112266112266113,12.787941787941788,14.677754677754677,6.093555093555094,2.823284823284823,18.85239085239085,73.0,0.0,25.0,58.0,7.0,20.0,16.0,23.0,12.0,25.0,12.0,15.0,6.0,3.0,19.0,27,16,67.69868995633188,0.10262008733624454,23.895196506550217,56.84061135371179,6.021834061135372,18.213973799126638,13.88646288209607,20.799126637554586,12.052401746724891,23.777292576419214,11.700873362445416,14.14410480349345,6.609170305676856,3.4737991266375547,18.849344978165938,66.0,0.0,23.0,56.0,6.0,18.0,13.0,20.0,12.0,23.0,11.0,14.0,6.0,3.0,18.5,24,11,2018
1,1382,11,1417,11,1,71.17400419287212,0.07756813417190776,24.87631027253669,57.071278825995805,6.29979035639413,18.40670859538784,15.121593291404611,21.067085953878408,11.731656184486374,23.37945492662474,13.549266247379455,13.626834381551364,6.268343815513627,3.419287211740042,19.10901467505241,70.0,0.0,25.0,57.0,6.0,18.0,15.0,21.0,12.0,23.0,13.0,13.0,6.0,3.0,19.0,46,21,74.44881889763779,0.07677165354330709,27.02952755905512,57.50590551181102,6.366141732283465,17.49015748031496,14.023622047244094,20.055118110236222,11.153543307086615,24.72244094488189,15.395669291338583,13.015748031496063,6.690944881889764,3.6850393700787403,17.031496062992126,74.0,0.0,27.0,58.0,6.0,17.0,13.0,19.0,11.0,25.0,15.0,13.0,6.5,3.0,17.0,61,38,2018
2,1113,11,1393,11,0,70.71717171717172,0.07878787878787878,24.345454545454544,54.505050505050505,7.222222222222222,20.391919191919193,14.804040404040403,21.157575757575756,10.23030303030303,23.65050505050505,14.16969696969697,12.957575757575757,6.024242424242424,3.4606060606060605,18.169696969696968,70.0,0.0,24.0,54.0,7.0,20.0,14.0,20.0,10.0,23.0,14.0,13.0,6.0,3.0,18.0,46,19,74.14757281553398,0.06796116504854369,26.601941747572816,58.033009708737865,6.2990291262135925,18.25242718446602,14.644660194174758,21.588349514563106,12.899029126213593,24.91844660194175,15.29126213592233,13.085436893203884,8.4,5.8970873786407765,16.19611650485437,73.0,0.0,26.0,57.0,6.0,18.0,14.0,21.0,13.0,25.0,15.0,13.0,8.0,6.0,16.0,59,34,2018
3,1181,02,1393,11,1,79.82442748091603,0.03625954198473282,27.38167938931298,58.51526717557252,7.9751908396946565,20.984732824427482,17.08587786259542,23.606870229007633,12.263358778625955,24.446564885496183,14.244274809160306,12.290076335877863,7.597328244274809,4.622137404580153,18.015267175572518,79.0,0.0,27.0,58.0,8.0,21.0,17.0,23.0,12.0,24.0,14.0,12.0,7.0,4.0,18.0,72,47,74.14757281553398,0.06796116504854369,26.601941747572816,58.033009708737865,6.2990291262135925,18.25242718446602,14.644660194174758,21.588349514563106,12.899029126213593,24.91844660194175,15.29126213592233,13.085436893203884,8.4,5.8970873786407765,16.19611650485437,73.0,0.0,26.0,57.0,6.0,18.0,14.0,21.0,13.0,25.0,15.0,13.0,8.0,6.0,16.0,59,34,2018
4,1277,03,1393,11,0,72.48837209302326,0.06201550387596899,25.926356589147286,54.82945736434109,6.381782945736434,16.91860465116279,14.253875968992247,19.96124031007752,11.536821705426357,25.627906976744185,16.484496124031008,13.44186046511628,6.1395348837209305,4.180232558139535,18.6531007751938,71.0,0.0,25.0,55.0,6.0,16.0,14.0,19.0,11.0,25.0,16.0,13.0,6.0,4.0,18.0,65,41,74.14757281553398,0.06796116504854369,26.601941747572816,58.033009708737865,6.2990291262135925,18.25242718446602,14.644660194174758,21.588349514563106,12.899029126213593,24.91844660194175,15.29126213592233,13.085436893203884,8.4,5.8970873786407765,16.19611650485437,73.0,0.0,26.0,57.0,6.0,18.0,14.0,21.0,13.0,25.0,15.0,13.0,8.0,6.0,16.0,59,34,2018
5,1300,16,1411,16,0,65.26517571884985,0.03514376996805112,22.85303514376997,53.456869009584665,5.773162939297125,17.492012779552716,13.78594249201278,19.916932907348244,10.463258785942491,22.68370607028754,12.571884984025559,14.824281150159745,6.7699680511182105,3.02555910543131,19.27476038338658,65.0,0.0,23.0,54.0,6.0,17.0,13.0,20.0,10.0,23.0,12.0,14.0,7.0,3.0,19.0,37,26,68.38585858585859,0.07474747474747474,23.53939393939394,54.61616161616162,5.670707070707071,17.466666666666665,15.636363636363637,23.874747474747476,11.587878787878788,24.21818181818182,12.0,15.395959595959596,6.6282828282828286,3.2,18.393939393939394,67.0,0.0,23.0,54.0,5.0,17.0,15.0,23.0,11.0,24.0,12.0,15.0,6.0,3.0,18.0,75,51,2018
6,1104,09,1439,08,1,69.50300601202404,0.07214428857715431,24.4188376753507,54.943887775551104,6.072144288577154,17.929859719438877,14.59318637274549,21.094188376753507,11.607214428857715,24.498997995991985,12.142284569138276,13.246492985971944,6.779559118236473,4.474949899799599,17.665330661322646,69.0,0.0,24.0,55.0,6.0,17.0,14.0,21.0,11.0,24.0,12.0,13.0,7.0,4.0,17.0,61,29,70.472,0.082,24.812,56.126,6.074,17.284,14.774,21.564,11.06,23.504,12.772,12.646,6.428,3.874,18.024,70.0,0.0,25.0,56.0,6.0,17.0,14.0,20.0,11.0,23.0,12.0,12.0,6.0,3.0,18.0,57,20,2018
7,1104,09,1437,01,0,69.50300601202404,0.07214428857715431,24.4188376753507,54.943887775551104,6.072144288577154,17.929859719438877,14.59318637274549,21.094188376753507,11.607214428857715,24.498997995991985,12.142284569138276,13.246492985971944,6.779559118236473,4.474949899799599,17.665330661322646,69.0,0.0,24.0,55.0,6.0,17.0,14.0,21.0,11.0,24.0,12.0,13.0,7.0,4.0,17.0,61,29,75.26522593320236,0.05697445972495088,25.404715127701376,56.548133595284874,7.8055009823182715,21.55599214145383,16.650294695481335,22.31827111984283,11.972495088408644,24.50294695481336,14.055009823182711,12.948919449901767,7.24950884086444,3.7347740667976423,18.571709233791747,75.0,0.0,25.0,57.0,7.0,21.0,16.0,22.0,12.0,25.0,14.0,13.0,7.0,3.0,18.0,63,42,2018
8,1242,01,1437,01,0,78.33783783783784,0.055984555984555984,27.994208494208493,57.76640926640927,6.7528957528957525,17.70849420849421,15.596525096525097,22.374517374517374,11.930501930501931,26.646718146718147,16.444015444015445,13.565637065637066,7.600386100386101,5.2007722007722,18.193050193050194,78.5,0.0,28.0,58.0,6.0,18.0,15.0,22.0,12.0,27.0,16.0,14.0,7.0,5.0,18.0,71,57,75.26522593320236,0.05697445972495088,25.404715127701376,56.548133595284874,7.8055009823182715,21.55599214145383,16.650294695481335,22.31827111984283,11.972495088408644,24.50294695481336,14.055009823182711,12.948919449901767,7.24950884086444,3.7347740667976423,18.571709233791747,75.0,0.0,25.0,57.0,7.0,21.0,16.0,22.0,12.0,25.0,14.0,13.0,7.0,3.0,18.0,63,42,2018
9,1276,03,1437,01,0,68.52165354330708,0.05905511811023622,24.29527559055118,54.15944881889764,7.474409448818897,21.25,12.456692913385826,17.114173228346456,9.724409448818898,22.665354330708663,13.590551181102363,11.62007874015748,5.838582677165355,3.190944881889764,15.702755905511811,68.0,0.0,24.0,54.0,7.0,21.0,12.0,16.0,9.0,23.0,13.0,11.0,6.0,3.0,16.0,59,34,75.26522593320236,0.05697445972495088,25.404715127701376,56.548133595284874,7.8055009823182715,21.55599214145383,16.650294695481335,22.31827111984283,11.972495088408644,24.50294695481336,14.055009823182711,12.948919449901767,7.24950884086444,3.7347740667976423,18.571709233791747,75.0,0.0,25.0,57.0,7.0,21.0,16.0,22.0,12.0,25.0,14.0,13.0,7.0,3.0,18.0,63,42,2018
10,1347,16,1437,01,0,67.69868995633188,0.10262008733624454,23.895196506550217,56.84061135371179,6.021834061135372,18.213973799126638,13.88646288209607,20.799126637554586,12.052401746724891,23.777292576419214,11.700873362445416,14.14410480349345,6.609170305676856,3.4737991266375547,18.849344978165938,66.0,0.0,23.0,56.0,6.0,18.0,13.0,20.0,12.0,23.0,11.0,14.0,6.0,3.0,18.5,24,11,75.26522593320236,0.05697445972495088,25.404715127701376,56.548133595284874,7.8055009823182715,21.55599214145383,16.650294695481335,22.31827111984283,11.972495088408644,24.50294695481336,14.055009823182711,12.948919449901767,7.24950884086444,3.7347740667976423,18.571709233791747,75.0,0.0,25.0,57.0,7.0,21.0,16.0,22.0,12.0,25.0,14.0,13.0,7.0,3.0,18.0,63,42,2018
