,team_1,Seed_1,team_0,Seed_0,winner,team_score_mean_1,num_ot_mean_1,fgm_mean_1,fga_mean_1,fgm3_mean_1,fga3_mean_1,ftm_mean_1,fta_mean_1,or_mean_1,dr_mean_1,ast_mean_1,to_mean_1,stl_mean_1,blk_mean_1,pf_mean_1,team_score_median_1,num_ot_median_1,fgm_median_1,fga_median_1,fgm3_median_1,fga3_median_1,ftm_median_1,fta_median_1,or_median_1,dr_median_1,ast_median_1,to_median_1,stl_median_1,blk_median_1,pf_median_1,Last14days_1,last14days_wins_1,team_score_mean_0,num_ot_mean_0,fgm_mean_0,fga_mean_0,fgm3_mean_0,fga3_mean_0,ftm_mean_0,fta_mean_0,or_mean_0,dr_mean_0,ast_mean_0,to_mean_0,stl_mean_0,blk_mean_0,pf_mean_0,team_score_median_0,num_ot_median_0,fgm_median_0,fga_median_0,fgm3_median_0,fga3_median_0,ftm_median_0,fta_median_0,or_median_0,dr_median_0,ast_median_0,to_median_0,stl_median_0,blk_median_0,pf_median_0,Last14days_0,last14days_wins_0,season
0,1411,16,1421,16,0,72.8,0.03333333333333333,24.733333333333334,55.266666666666666,5.933333333333334,18.5,17.4,28.066666666666666,13.166666666666666,24.8,14.2,15.233333333333333,6.433333333333334,2.2333333333333334,18.3,72.5,0.0,25.0,55.0,5.5,19.0,17.5,28.0,12.5,24.5,14.0,15.0,6.0,2.0,19.0,6,5,71.20689655172414,0.1724137931034483,24.379310344827587,56.793103448275865,6.482758620689655,18.0,15.96551724137931,20.93103448275862,12.275862068965518,23.17241379310345,13.03448275862069,16.20689655172414,7.068965517241379,3.0,19.103448275862068,71.0,0.0,25.0,57.0,6.0,17.0,17.0,21.0,12.0,22.0,13.0,16.0,7.0,3.0,19.0,3,3,2003
1,1400,01,1421,16,1,78.85714285714286,0.03571428571428571,28.0,62.42857142857143,5.857142857142857,16.785714285714285,17.0,23.785714285714285,16.178571428571427,26.142857142857142,14.5,13.428571428571429,6.392857142857143,3.857142857142857,20.357142857142858,77.5,0.0,27.0,62.5,5.5,15.5,16.0,24.0,16.0,26.5,14.0,13.5,5.0,4.0,20.0,3,2,71.20689655172414,0.1724137931034483,24.379310344827587,56.793103448275865,6.482758620689655,18.0,15.96551724137931,20.93103448275862,12.275862068965518,23.17241379310345,13.03448275862069,16.20689655172414,7.068965517241379,3.0,19.103448275862068,71.0,0.0,25.0,57.0,6.0,17.0,17.0,21.0,12.0,22.0,13.0,16.0,7.0,3.0,19.0,3,3,2003
2,1112,01,1436,16,1,85.21428571428571,0.07142857142857142,30.321428571428573,65.71428571428571,7.035714285714286,20.071428571428573,17.535714285714285,25.0,15.178571428571429,27.642857142857142,17.642857142857142,14.785714285714286,8.464285714285714,4.214285714285714,17.75,86.5,0.0,30.0,66.0,7.0,19.5,17.0,25.0,15.0,26.0,18.5,14.5,8.0,4.0,17.5,3,2,67.79310344827586,0.06896551724137931,24.82758620689655,55.86206896551724,5.275862068965517,15.482758620689655,12.862068965517242,19.551724137931036,12.96551724137931,25.724137931034484,14.206896551724139,14.068965517241379,6.862068965517241,2.9655172413793105,15.89655172413793,65.0,0.0,23.0,58.0,5.0,15.0,12.0,18.0,12.0,26.0,13.0,14.0,6.0,3.0,16.0,3,3,2003
3,1112,01,1211,09,1,85.21428571428571,0.07142857142857142,30.321428571428573,65.71428571428571,7.035714285714286,20.071428571428573,17.535714285714285,25.0,15.178571428571429,27.642857142857142,17.642857142857142,14.785714285714286,8.464285714285714,4.214285714285714,17.75,86.5,0.0,30.0,66.0,7.0,19.5,17.0,25.0,15.0,26.0,18.5,14.5,8.0,4.0,17.5,3,2,77.06451612903226,0.0967741935483871,26.06451612903226,55.45161290322581,7.161290322580645,19.06451612903226,17.774193548387096,24.64516129032258,11.935483870967742,25.322580645161292,15.741935483870968,14.548387096774194,6.806451612903226,3.5161290322580645,18.64516129032258,73.0,0.0,25.0,55.0,7.0,19.0,15.0,23.0,12.0,26.0,17.0,15.0,6.0,3.0,18.0,2,1,2003
4,1153,08,1211,09,0,67.32142857142857,0.0,22.892857142857142,56.67857142857143,6.678571428571429,19.5,14.857142857142858,21.535714285714285,12.142857142857142,23.392857142857142,12.285714285714286,10.607142857142858,5.178571428571429,4.25,18.964285714285715,65.5,0.0,23.0,56.5,7.0,19.0,13.0,20.5,12.0,24.0,12.0,10.0,5.0,4.0,18.5,3,1,77.06451612903226,0.0967741935483871,26.06451612903226,55.45161290322581,7.161290322580645,19.06451612903226,17.774193548387096,24.64516129032258,11.935483870967742,25.322580645161292,15.741935483870968,14.548387096774194,6.806451612903226,3.5161290322580645,18.64516129032258,73.0,0.0,25.0,55.0,7.0,19.0,15.0,23.0,12.0,26.0,17.0,15.0,6.0,3.0,18.0,2,1,2003
5,1112,01,1323,05,1,85.21428571428571,0.07142857142857142,30.321428571428573,65.71428571428571,7.035714285714286,20.071428571428573,17.535714285714285,25.0,15.178571428571429,27.642857142857142,17.642857142857142,14.785714285714286,8.464285714285714,4.214285714285714,17.75,86.5,0.0,30.0,66.0,7.0,19.5,17.0,25.0,15.0,26.0,18.5,14.5,8.0,4.0,17.5,3,2,80.09677419354838,0.0967741935483871,27.225806451612904,60.67741935483871,8.290322580645162,21.774193548387096,17.35483870967742,22.838709677419356,11.387096774193548,26.870967741935484,16.903225806451612,12.774193548387096,7.451612903225806,5.645161290322581,16.225806451612904,79.0,0.0,27.0,61.0,8.0,22.0,16.0,21.0,12.0,28.0,16.0,13.0,7.0,5.0,16.0,3,1,2003
6,1228,04,1323,05,0,75.43333333333334,0.0,27.1,55.8,7.433333333333334,20.166666666666668,13.8,19.1,9.733333333333333,25.4,18.266666666666666,13.166666666666666,7.0,3.1,19.133333333333333,74.5,0.0,26.0,55.5,7.5,20.5,12.0,17.5,9.0,26.0,17.5,13.5,6.5,3.0,19.0,5,4,80.09677419354838,0.0967741935483871,27.225806451612904,60.67741935483871,8.290322580645162,21.774193548387096,17.35483870967742,22.838709677419356,11.387096774193548,26.870967741935484,16.903225806451612,12.774193548387096,7.451612903225806,5.645161290322581,16.225806451612904,79.0,0.0,27.0,61.0,8.0,22.0,16.0,21.0,12.0,28.0,16.0,13.0,7.0,5.0,16.0,3,1,2003
7,1112,01,1242,02,0,85.21428571428571,0.07142857142857142,30.321428571428573,65.71428571428571,7.035714285714286,20.071428571428573,17.535714285714285,25.0,15.178571428571429,27.642857142857142,17.642857142857142,14.785714285714286,8.464285714285714,4.214285714285714,17.75,86.5,0.0,30.0,66.0,7.0,19.5,17.0,25.0,15.0,26.0,18.5,14.5,8.0,4.0,17.5,3,2,81.33333333333333,0.0,30.233333333333334,62.3,4.8,14.133333333333333,16.066666666666666,24.133333333333333,14.3,26.9,16.733333333333334,14.9,10.133333333333333,4.9,16.7,81.0,0.0,31.0,62.5,4.5,14.0,17.0,23.0,15.0,27.0,16.5,15.0,9.5,4.0,17.0,4,3,2003
8,1113,10,1242,02,0,75.96551724137932,0.06896551724137931,27.20689655172414,56.89655172413793,4.0,12.586206896551724,17.551724137931036,26.20689655172414,13.689655172413794,23.310344827586206,15.551724137931034,14.0,5.206896551724138,4.241379310344827,19.413793103448278,75.0,0.0,27.0,57.0,4.0,12.0,17.0,24.0,13.0,22.0,16.0,14.0,4.0,4.0,19.0,3,2,81.33333333333333,0.0,30.233333333333334,62.3,4.8,14.133333333333333,16.066666666666666,24.133333333333333,14.3,26.9,16.733333333333334,14.9,10.133333333333333,4.9,16.7,81.0,0.0,31.0,62.5,4.5,14.0,17.0,23.0,15.0,27.0,16.5,15.0,9.5,4.0,17.0,4,3,2003
9,1181,03,1242,02,0,81.96666666666667,0.06666666666666667,27.366666666666667,60.333333333333336,7.333333333333333,20.6,19.9,28.066666666666666,13.766666666666667,23.1,13.833333333333334,14.033333333333333,8.5,5.133333333333334,21.266666666666666,80.5,0.0,27.5,60.0,7.0,20.5,20.0,29.0,13.0,23.0,14.0,14.0,8.0,5.0,21.0,5,4,81.33333333333333,0.0,30.233333333333334,62.3,4.8,14.133333333333333,16.066666666666666,24.133333333333333,14.3,26.9,16.733333333333334,14.9,10.133333333333333,4.9,16.7,81.0,0.0,31.0,62.5,4.5,14.0,17.0,23.0,15.0,27.0,16.5,15.0,9.5,4.0,17.0,4,3,2003
10,1113,10,1272,07,1,75.96551724137932,0.06896551724137931,27.20689655172414,56.89655172413793,4.0,12.586206896551724,17.551724137931036,26.20689655172414,13.689655172413794,23.310344827586206,15.551724137931034,14.0,5.206896551724138,4.241379310344827,19.413793103448278,75.0,0.0,27.0,57.0,4.0,12.0,17.0,24.0,13.0,22.0,16.0,14.0,4.0,4.0,19.0,3,2,74.51724137931035,0.034482758620689655,26.275862068965516,60.0,7.0,20.06896551724138,14.96551724137931,22.896551724137932,14.068965517241379,25.96551724137931,16.620689655172413,13.793103448275861,7.379310344827586,5.068965517241379,18.75862068965517,73.0,0.0,26.0,61.0,8.0,20.0,16.0,24.0,13.0,25.0,17.0,13.0,7.0,4.0,18.0,4,3,2003
11,1141,11,1166,06,1,79.34482758620689,0.0,26.620689655172413,52.689655172413794,6.827586206896552,17.93103448275862,19.275862068965516,25.17241379310345,10.586206896551724,23.275862068965516,15.620689655172415,18.24137931034483,7.103448275862069,4.0,20.96551724137931,80.0,0.0,28.0,53.0,7.0,18.0,19.0,24.0,11.0,24.0,15.0,18.0,7.0,3.0,21.0,5,5,79.24242424242425,0.030303030303030304,28.696969696969695,57.45454545454545,7.96969696969697,20.484848484848484,13.878787878787879,20.03030303030303,10.878787878787879,23.181818181818183,16.818181818181817,13.363636363636363,8.393939393939394,4.454545454545454,17.272727272727273,80.0,0.0,29.0,57.0,7.0,20.0,13.0,20.0,11.0,23.0,18.0,13.0,8.0,5.0,17.0,4,4,2003
12,1141,11,1181,03,0,79.34482758620689,0.0,26.620689655172413,52.689655172413794,6.827586206896552,17.93103448275862,19.275862068965516,25.17241379310345,10.586206896551724,23.275862068965516,15.620689655172415,18.24137931034483,7.103448275862069,4.0,20.96551724137931,80.0,0.0,28.0,53.0,7.0,18.0,19.0,24.0,11.0,24.0,15.0,18.0,7.0,3.0,21.0,5,5,81.96666666666667,0.06666666666666667,27.366666666666667,60.333333333333336,7.333333333333333,20.6,19.9,28.066666666666666,13.766666666666667,23.1,13.833333333333334,14.033333333333333,8.5,5.133333333333334,21.266666666666666,80.5,0.0,27.5,60.0,7.0,20.5,20.0,29.0,13.0,23.0,14.0,14.0,8.0,5.0,21.0,5,4,2003
13,1161,14,1181,03,0,74.0,0.03333333333333333,26.4,52.1,4.2,11.566666666666666,17.0,24.266666666666666,10.8,23.466666666666665,15.5,16.133333333333333,5.333333333333333,4.233333333333333,20.566666666666666,74.0,0.0,26.5,51.0,4.0,10.5,16.0,23.5,11.0,23.0,14.5,15.0,5.0,4.0,21.0,6,5,81.96666666666667,0.06666666666666667,27.366666666666667,60.333333333333336,7.333333333333333,20.6,19.9,28.066666666666666,13.766666666666667,23.1,13.833333333333334,14.033333333333333,8.5,5.133333333333334,21.266666666666666,80.5,0.0,27.5,60.0,7.0,20.5,20.0,29.0,13.0,23.0,14.0,14.0,8.0,5.0,21.0,5,4,2003
14,1143,08,1301,09,1,74.48275862068965,0.10344827586206896,27.344827586206897,58.724137931034484,6.413793103448276,17.03448275862069,13.379310344827585,19.517241379310345,11.241379310344827,24.379310344827587,16.0,14.172413793103448,6.551724137931035,2.793103448275862,17.103448275862068,75.0,0.0,27.0,58.0,6.0,18.0,13.0,19.0,11.0,22.0,17.0,14.0,7.0,3.0,18.0,3,1,72.4,0.03333333333333333,24.333333333333332,53.333333333333336,7.966666666666667,22.5,15.766666666666667,20.466666666666665,9.733333333333333,22.033333333333335,14.666666666666666,14.2,7.766666666666667,3.066666666666667,18.666666666666668,71.5,0.0,23.5,52.0,8.0,21.5,15.0,19.0,10.0,21.0,14.0,14.0,7.5,2.0,18.0,5,3,2003
