Season,DayNum,TeamID,TPCT,Luck,WScore,LScore,FGPCT,FG3PCT,FTPCT,OR,DR,AST,TOV,STL,BLK,PF,WIN
2010,134,1115,0.62960294,0.8979735576213916,-1.323457289544736,-1.9105895100866066,0.38636363636363635,0.375,0.75,0.3448275862068966,0.6,0.37037037037037035,0.3076923076923077,0.15,0.4666666666666667,0.34615384615384615,1
2010,134,1457,0.48002272999999995,0.7783671431060188,-1.323457289544736,-1.9105895100866066,0.2909090909090909,0.09523809523809523,0.5555555555555556,0.4827586206896552,0.34285714285714286,0.1111111111111111,0.19230769230769232,0.15,0.3333333333333333,0.5769230769230769,0
2010,136,1124,0.521944445,0.10255971957556753,-0.6547429683816467,-0.42951237048458607,0.4406779661016949,0.25,0.6470588235294118,0.27586206896551724,0.8857142857142857,0.5925925925925926,0.46153846153846156,0.4,0.13333333333333333,0.4230769230769231,0
2010,136,1139,0.3518552625,0.23783007679439716,0.20503258739946814,-0.42951237048458607,0.46,0.41935483870967744,0.6428571428571429,0.27586206896551724,0.45714285714285713,0.4444444444444444,0.3076923076923077,0.3,0.06666666666666667,0.23076923076923078,0
2010,136,1140,0.41308333249999996,0.12474810144620452,2.3067061681977488,2.828857336639859,0.49230769230769234,0.43478260869565216,0.78125,0.3448275862068966,0.42857142857142855,0.3333333333333333,0.38461538461538464,0.6,0.13333333333333333,0.38461538461538464,0
2010,136,1190,0.6401071425,0.3799650983574079,2.4022367855067617,0.7553493411970302,0.359375,0.23529411764705882,0.5675675675675675,0.5172413793103449,0.4857142857142857,0.3333333333333333,0.46153846153846156,0.55,0.06666666666666667,0.6153846153846154,1
2010,136,1196,0.566411765,0.4254983132675364,2.3067061681977488,2.828857336639859,0.4358974358974359,0.3125,0.7368421052631579,0.6896551724137931,0.4857142857142857,0.48148148148148145,0.7307692307692307,0.35,0.26666666666666666,0.6538461538461539,1
2010,136,1207,0.6181454275,0.8329873125990136,2.1156449335797234,1.9402110528786467,0.5081967213114754,0.36363636363636365,0.6842105263157895,0.4827586206896552,0.2571428571428571,0.4444444444444444,0.6153846153846154,0.25,0.3333333333333333,0.5384615384615384,0
2010,136,1242,0.4764166675,0.876348053911254,1.446930612416634,1.0515647691174344,0.5507246376811594,0.42857142857142855,0.5,0.4827586206896552,0.5428571428571428,0.5555555555555556,0.46153846153846156,0.5,0.7333333333333333,0.4230769230769231,0
2010,136,1243,0.546945945,0.9527078048163227,0.682685673944532,-0.13329694256418198,0.5081967213114754,0.3888888888888889,0.65,0.5862068965517241,0.42857142857142855,0.37037037037037035,0.34615384615384615,0.45,0.6666666666666666,0.6923076923076923,0
2010,136,1246,0.5087631575,0.6038692066868615,2.4022367855067617,0.7553493411970302,0.5166666666666667,0.45454545454545453,0.6764705882352942,0.3793103448275862,0.7142857142857143,0.9259259259259259,0.46153846153846156,0.4,0.7333333333333333,0.6538461538461539,0
2010,136,1250,0.6639166675,0.8725571393400356,1.446930612416634,1.0515647691174344,0.4032258064516129,0.3684210526315789,0.8095238095238095,0.4482758620689655,0.34285714285714286,0.3333333333333333,0.4230769230769231,0.3,0.26666666666666666,0.34615384615384615,1
2010,136,1266,0.60107026,0.6836638844558215,0.4916244393265064,1.4465186730113064,0.5294117647058824,0.631578947368421,0.8,0.1724137931034483,0.2571428571428571,0.5185185185185185,0.4230769230769231,0.4,0.06666666666666667,0.38461538461538464,0
2010,136,1285,0.650375,0.3343089016647941,-1.2279266722357232,-0.6269893224315222,0.4074074074074074,0.2857142857142857,0.5833333333333334,0.3793103448275862,0.5142857142857142,0.5555555555555556,0.38461538461538464,0.25,0.13333333333333333,0.5384615384615384,1
2010,136,1293,0.6790277775,0.6292719175983336,-0.8458042029996722,0.1629184853562221,0.4166666666666667,0.4666666666666667,0.5294117647058824,0.5172413793103449,0.45714285714285713,0.4074074074074074,0.34615384615384615,0.2,0.26666666666666666,0.5384615384615384,0
2010,136,1307,0.448035715,0.3756288711175796,-1.2279266722357232,-0.6269893224315222,0.41509433962264153,0.25,0.5652173913043478,0.3448275862068966,0.37142857142857144,0.4444444444444444,0.15384615384615385,0.4,0.2,0.2692307692307692,0
2010,136,1317,0.6735681825000001,0.8337963910306232,0.682685673944532,-0.13329694256418198,0.3090909090909091,0.2631578947368421,0.7419354838709677,0.6551724137931034,0.2571428571428571,0.2222222222222222,0.5384615384615384,0.1,0.0,0.38461538461538464,1
2010,136,1320,0.6255357149999999,0.015150570072000713,-0.5592123510726339,0.26165696132969013,0.4444444444444444,0.47368421052631576,0.8695652173913043,0.4482758620689655,0.4,0.3333333333333333,0.5384615384615384,0.35,0.13333333333333333,0.34615384615384615,0
2010,136,1323,0.575813495,0.3036412338210065,-2.2787634626348634,-1.3181586542457984,0.3559322033898305,0.23076923076923078,0.6666666666666666,0.5517241379310345,0.4,0.37037037037037035,0.3076923076923077,0.3,0.13333333333333333,0.2692307692307692,0
2010,136,1325,0.6271486475,0.44783226078123584,2.1156449335797234,1.9402110528786467,0.5818181818181818,0.5652173913043478,0.7692307692307693,0.27586206896551724,0.2857142857142857,0.48148148148148145,0.38461538461538464,0.3,0.2,0.4230769230769231,1
2010,136,1330,0.63575,0.7789011998891604,-2.2787634626348634,-1.3181586542457984,0.4166666666666667,0.23076923076923078,0.6666666666666666,0.3103448275862069,0.4,0.3333333333333333,0.23076923076923078,0.35,0.13333333333333333,0.07692307692307693,1
2010,136,1350,0.702964285,0.006066416785373785,0.4916244393265064,0.7553493411970302,0.4716981132075472,0.47619047619047616,0.8461538461538461,0.13793103448275862,0.14285714285714285,0.2962962962962963,0.2692307692307692,0.3,0.13333333333333333,0.6153846153846154,1
2010,136,1352,0.656035715,0.22094915517791136,-0.1770898818365829,0.6566108652235623,0.4,0.25,0.8076923076923077,0.3793103448275862,0.45714285714285713,0.2222222222222222,0.7307692307692307,0.5,0.13333333333333333,0.9230769230769231,1
2010,136,1358,0.66789394,0.9319366633747992,-0.6547429683816467,-0.42951237048458607,0.3382352941176471,0.1935483870967742,0.5384615384615384,0.27586206896551724,0.6,0.6666666666666666,0.34615384615384615,0.35,0.06666666666666667,0.5,1
2010,136,1361,0.63207353,0.7885594039891514,-1.2279266722357232,-0.42951237048458607,0.38461538461538464,0.16666666666666666,0.7619047619047619,0.3793103448275862,0.4,0.2962962962962963,0.3076923076923077,0.15,0.4,0.34615384615384615,1
2010,136,1388,0.6178823525,0.7533751664983983,0.4916244393265064,0.7553493411970302,0.49056603773584906,0.42105263157894735,0.7142857142857143,0.6551724137931034,0.37142857142857144,0.3333333333333333,0.4230769230769231,0.25,0.2,0.3076923076923077,0
2010,136,1397,0.47918919000000004,0.11621576029274461,-1.2279266722357232,-0.42951237048458607,0.38461538461538464,0.47058823529411764,0.7777777777777778,0.4482758620689655,0.3142857142857143,0.2962962962962963,0.34615384615384615,0.15,0.2,0.46153846153846156,0
2010,136,1400,0.5684705875,0.07101459993961212,0.5871550566355191,1.6439956249582426,0.37681159420289856,0.3333333333333333,0.6060606060606061,0.3448275862068966,0.45714285714285713,0.3333333333333333,0.11538461538461539,0.55,0.26666666666666666,0.5,0
2010,136,1424,0.6383235300000001,0.7528203330974949,-0.5592123510726339,0.26165696132969013,0.43103448275862066,0.4090909090909091,0.5833333333333334,0.5172413793103449,0.14285714285714285,0.37037037037037035,0.23076923076923078,0.45,0.13333333333333333,0.5,1
2010,136,1431,0.6499696975,0.4334734005882185,0.20503258739946814,-0.42951237048458607,0.42105263157894735,0.2222222222222222,0.7777777777777778,0.20689655172413793,0.45714285714285713,0.48148148148148145,0.46153846153846156,0.4,0.06666666666666667,0.6538461538461539,1
2010,136,1435,0.7155681825,0.7203328514908744,-0.8458042029996722,0.1629184853562221,0.44,0.3333333333333333,0.5862068965517241,0.3448275862068966,0.42857142857142855,0.48148148148148145,0.3076923076923077,0.2,0.26666666666666666,0.38461538461538464,1
2010,136,1437,0.52303283,0.7790980926482308,-0.1770898818365829,0.6566108652235623,0.35294117647058826,0.2727272727272727,0.775,0.3793103448275862,0.2857142857142857,0.25925925925925924,0.5384615384615384,0.65,0.6666666666666666,0.46153846153846156,0
