,team_1,Seed_1,team_0,Seed_0,winner,team_score_mean_1,num_ot_mean_1,fgm_mean_1,fga_mean_1,fgm3_mean_1,fga3_mean_1,ftm_mean_1,fta_mean_1,or_mean_1,dr_mean_1,ast_mean_1,to_mean_1,stl_mean_1,blk_mean_1,pf_mean_1,team_score_median_1,num_ot_median_1,fgm_median_1,fga_median_1,fgm3_median_1,fga3_median_1,ftm_median_1,fta_median_1,or_median_1,dr_median_1,ast_median_1,to_median_1,stl_median_1,blk_median_1,pf_median_1,Last14days_1,last14days_wins_1,team_score_mean_0,num_ot_mean_0,fgm_mean_0,fga_mean_0,fgm3_mean_0,fga3_mean_0,ftm_mean_0,fta_mean_0,or_mean_0,dr_mean_0,ast_mean_0,to_mean_0,stl_mean_0,blk_mean_0,pf_mean_0,team_score_median_0,num_ot_median_0,fgm_median_0,fga_median_0,fgm3_median_0,fga3_median_0,ftm_median_0,fta_median_0,or_median_0,dr_median_0,ast_median_0,to_median_0,stl_median_0,blk_median_0,pf_median_0,Last14days_0,last14days_wins_0,season
0,1155,12,1412,12,1,72.6043956043956,0.06593406593406594,26.395604395604394,58.75091575091575,6.586080586080586,19.095238095238095,13.227106227106226,20.6996336996337,13.827838827838828,22.736263736263737,14.153846153846153,15.146520146520146,9.054945054945055,4.868131868131868,18.560439560439562,73.0,0.0,26.0,59.0,6.0,19.0,13.0,20.0,13.0,22.0,14.0,15.0,8.0,5.0,18.0,30,13,72.46014492753623,0.09420289855072464,25.634057971014492,57.70652173913044,6.7101449275362315,19.73913043478261,14.481884057971014,21.307971014492754,11.434782608695652,23.307971014492754,14.032608695652174,13.26086956521739,8.503623188405797,3.0869565217391304,18.503623188405797,73.0,0.0,26.0,58.0,6.5,20.0,15.0,21.0,11.5,23.0,14.0,13.0,8.0,3.0,18.5,35,18,2011
1,1155,12,1452,05,0,72.6043956043956,0.06593406593406594,26.395604395604394,58.75091575091575,6.586080586080586,19.095238095238095,13.227106227106226,20.6996336996337,13.827838827838828,22.736263736263737,14.153846153846153,15.146520146520146,9.054945054945055,4.868131868131868,18.560439560439562,73.0,0.0,26.0,59.0,6.0,19.0,13.0,20.0,13.0,22.0,14.0,15.0,8.0,5.0,18.0,30,13,70.60071942446044,0.06115107913669065,24.83812949640288,56.42805755395683,7.809352517985611,22.593525179856115,13.115107913669064,18.73381294964029,11.600719424460431,21.91726618705036,15.773381294964029,11.582733812949641,6.920863309352518,4.107913669064748,16.571942446043167,70.0,0.0,24.0,56.0,8.0,22.0,12.0,18.0,11.0,22.0,16.0,11.0,7.0,4.0,16.0,36,22,2011
2,1246,04,1452,05,1,74.2369337979094,0.041811846689895474,26.529616724738677,56.383275261324044,6.425087108013937,17.989547038327526,14.752613240418118,20.958188153310104,12.003484320557492,24.864111498257838,14.763066202090592,14.233449477351916,7.010452961672474,5.142857142857143,17.11149825783972,73.0,0.0,26.0,56.0,6.0,18.0,14.0,20.0,12.0,25.0,14.0,14.0,7.0,5.0,17.0,41,31,70.60071942446044,0.06115107913669065,24.83812949640288,56.42805755395683,7.809352517985611,22.593525179856115,13.115107913669064,18.73381294964029,11.600719424460431,21.91726618705036,15.773381294964029,11.582733812949641,6.920863309352518,4.107913669064748,16.571942446043167,70.0,0.0,24.0,56.0,8.0,22.0,12.0,18.0,11.0,22.0,16.0,11.0,7.0,4.0,16.0,36,22,2011
3,1114,16,1421,16,0,66.48249027237354,0.08949416342412451,22.420233463035018,52.19844357976654,5.552529182879377,15.704280155642023,16.089494163424124,23.326848249027236,11.42023346303502,22.75875486381323,12.214007782101167,14.813229571984436,6.023346303501945,2.762645914396887,19.85603112840467,66.0,0.0,22.0,51.0,5.0,15.0,16.0,23.0,11.0,22.0,12.0,15.0,6.0,2.0,19.0,18,9,69.72177419354838,0.08870967741935484,24.66532258064516,56.92338709677419,6.112903225806452,18.080645161290324,14.278225806451612,20.427419354838708,11.705645161290322,23.60483870967742,14.419354838709678,15.80241935483871,7.157258064516129,4.108870967741935,17.842741935483872,69.5,0.0,25.0,56.0,6.0,18.0,14.0,20.0,11.5,24.0,14.0,16.0,7.0,4.0,17.0,19,12,2011
4,1338,01,1421,16,1,72.58245614035087,0.07368421052631578,26.140350877192983,55.50877192982456,5.814035087719298,16.294736842105262,14.487719298245613,21.733333333333334,13.305263157894737,24.56140350877193,16.571929824561405,12.828070175438597,6.196491228070175,3.898245614035088,16.736842105263158,72.0,0.0,26.0,55.0,5.0,16.0,14.0,21.0,13.0,24.0,16.0,13.0,6.0,4.0,16.0,39,28,69.72177419354838,0.08870967741935484,24.66532258064516,56.92338709677419,6.112903225806452,18.080645161290324,14.278225806451612,20.427419354838708,11.705645161290322,23.60483870967742,14.419354838709678,15.80241935483871,7.157258064516129,4.108870967741935,17.842741935483872,69.5,0.0,25.0,56.0,6.0,18.0,14.0,20.0,11.5,24.0,14.0,16.0,7.0,4.0,17.0,19,12,2011
5,1106,16,1427,16,0,63.836501901140686,0.04182509505703422,22.190114068441066,53.760456273764255,5.600760456273764,17.539923954372625,13.855513307984792,21.695817490494296,12.384030418250951,23.068441064638783,11.5893536121673,15.452471482889734,6.737642585551331,3.4486692015209126,19.55513307984791,64.0,0.0,21.0,54.0,5.0,17.0,13.0,21.0,12.0,22.0,11.0,15.0,7.0,3.0,19.0,46,30,68.64049586776859,0.08264462809917356,23.59090909090909,55.46280991735537,6.355371900826446,18.56198347107438,15.103305785123966,22.111570247933884,11.46694214876033,23.227272727272727,12.347107438016529,15.665289256198347,7.099173553719008,2.5578512396694215,19.84297520661157,67.5,0.0,24.0,55.5,6.0,18.0,15.0,21.0,11.0,23.0,12.0,15.0,7.0,2.0,19.0,30,18,2011
6,1326,01,1427,16,1,70.54513888888889,0.04513888888888889,25.15625,54.010416666666664,6.875,18.725694444444443,13.35763888888889,19.31597222222222,10.340277777777779,23.53125,14.23611111111111,12.39236111111111,6.600694444444445,3.6215277777777777,15.76736111111111,69.0,0.0,24.5,54.0,7.0,18.0,13.0,19.0,10.0,23.0,14.0,12.0,6.0,3.0,15.0,39,30,68.64049586776859,0.08264462809917356,23.59090909090909,55.46280991735537,6.355371900826446,18.56198347107438,15.103305785123966,22.111570247933884,11.46694214876033,23.227272727272727,12.347107438016529,15.665289256198347,7.099173553719008,2.5578512396694215,19.84297520661157,67.5,0.0,24.0,55.5,6.0,18.0,15.0,21.0,11.0,23.0,12.0,15.0,7.0,2.0,19.0,30,18,2011
7,1425,11,1433,11,0,69.97122302158273,0.08273381294964029,25.298561151079138,56.49640287769784,5.784172661870503,16.690647482014388,13.589928057553957,20.29136690647482,11.420863309352518,23.514388489208635,12.68705035971223,14.413669064748202,6.920863309352518,3.6906474820143886,18.35251798561151,70.0,0.0,25.0,56.0,6.0,17.0,13.0,20.0,11.0,23.0,12.0,14.0,7.0,3.0,18.0,33,17,71.54642857142858,0.075,25.207142857142856,56.02857142857143,6.939285714285714,18.732142857142858,14.192857142857143,20.367857142857144,11.614285714285714,23.317857142857143,13.342857142857143,12.946428571428571,7.625,4.046428571428572,18.360714285714284,71.0,0.0,25.0,55.0,7.0,18.0,14.0,20.0,11.0,24.0,13.0,13.0,7.0,4.0,18.0,24,18,2011
8,1139,08,1433,11,1,67.84870848708488,0.1070110701107011,22.804428044280442,51.055350553505534,8.254612546125461,22.579335793357934,13.985239852398523,19.011070110701105,8.85608856088561,21.26568265682657,12.498154981549815,10.608856088560886,5.870848708487085,2.1918819188191883,17.874538745387454,68.0,0.0,23.0,51.0,8.0,22.0,14.0,18.0,9.0,21.0,12.0,10.0,6.0,2.0,18.0,18,12,71.54642857142858,0.075,25.207142857142856,56.02857142857143,6.939285714285714,18.732142857142858,14.192857142857143,20.367857142857144,11.614285714285714,23.317857142857143,13.342857142857143,12.946428571428571,7.625,4.046428571428572,18.360714285714284,71.0,0.0,25.0,55.0,7.0,18.0,14.0,20.0,11.0,24.0,13.0,13.0,7.0,4.0,18.0,24,18,2011
9,1199,10,1433,11,0,70.78057553956835,0.05755395683453238,24.866906474820144,55.406474820143885,6.669064748201439,18.81294964028777,14.377697841726619,20.489208633093526,11.305755395683454,23.70863309352518,12.953237410071942,15.636690647482014,8.43525179856115,4.33453237410072,18.79136690647482,70.0,0.0,24.0,55.0,6.0,18.0,14.0,20.0,11.0,23.0,13.0,15.0,8.0,4.0,18.0,29,14,71.54642857142858,0.075,25.207142857142856,56.02857142857143,6.939285714285714,18.732142857142858,14.192857142857143,20.367857142857144,11.614285714285714,23.317857142857143,13.342857142857143,12.946428571428571,7.625,4.046428571428572,18.360714285714284,71.0,0.0,25.0,55.0,7.0,18.0,14.0,20.0,11.0,24.0,13.0,13.0,7.0,4.0,18.0,24,18,2011
10,1345,03,1433,11,0,68.58333333333333,0.043478260869565216,24.090579710144926,54.69202898550725,5.956521739130435,17.39855072463768,14.445652173913043,20.315217391304348,10.891304347826088,22.619565217391305,13.847826086956522,13.16304347826087,6.760869565217392,3.7318840579710146,18.75,68.0,0.0,24.0,54.0,6.0,17.0,14.0,20.0,11.0,22.0,14.0,13.0,6.0,3.5,18.0,30,12,71.54642857142858,0.075,25.207142857142856,56.02857142857143,6.939285714285714,18.732142857142858,14.192857142857143,20.367857142857144,11.614285714285714,23.317857142857143,13.342857142857143,12.946428571428571,7.625,4.046428571428572,18.360714285714284,71.0,0.0,25.0,55.0,7.0,18.0,14.0,20.0,11.0,24.0,13.0,13.0,7.0,4.0,18.0,24,18,2011
