Season,TeamID,WinPCT,ConfPCT,HomePCT,AwayPCT
2010,1102,0.32258065,0.0625,0.44444444,0
2010,1103,0.68571429,0.75,0.72222222,0.63636364
2010,1104,0.53125,0.375,0.64705882,0.33333333
2010,1105,0.40740741,0.44444444,0.61538462,0.25
2010,1106,0.51612903,0.66666667,0.75,0.35294118
2010,1107,0.21875,0.125,0.30769231,0.16666667
2010,1108,0.06451613,0.11111111,0.2,0
2010,1110,0.35483871,0.5,0.46666667,0.25
2010,1111,0.64864865,0.72222222,0.77777778,0.5
2010,1112,0.51612903,0.55555556,0.6875,0.36363636
2010,1113,0.66666667,0.66666667,0.8,0.5
2010,1116,0.4375,0.4375,0.6,0.22222222
2010,1117,0.5483871,0.61111111,0.66666667,0.38461538
2010,1115,0.52941176,0.77777778,0.88888889,0.26315789
2010,1119,0.48275862,0.28571429,0.71428571,0.26666667
2010,1120,0.46875,0.375,0.70588235,0.1
2010,1122,0.53125,0.61111111,0.73333333,0.35714286
2010,1123,0.5,0.5,0.64705882,0.33333333
2010,1124,0.77777778,0.6875,0.9375,0.6
2010,1125,0.61290323,0.7,0.76923077,0.5
2010,1126,0.51515152,0.4375,0.71428571,0.26666667
2010,1127,0.41935484,0.5,0.75,0.2
2010,1129,0.46875,0.3125,0.5625,0.30769231
2010,1130,0.48387097,0.375,0.64705882,0.3
2010,1131,0.6,0.6875,0.71428571,0.52941176
2010,1132,0.46666667,0.375,0.64285714,0.3125
2010,1133,0.51612903,0.5,0.66666667,0.33333333
2010,1140,0.83333333,0.8125,0.9375,0.71428571
2010,1135,0.35483871,0.35714286,0.30769231,0.375
2010,1136,0.03333333,0.05555556,0,0.05882353
2010,1137,0.4516129,0.64285714,0.61538462,0.3125
2010,1138,0.6,0.5625,0.69230769,0.57142857
2010,1139,0.86842105,1,1,0.92307692
2010,1142,0.38709677,0.4375,0.5,0.29411765
2010,1167,0.24137931,,0.45454545,0.11764706
2010,1168,0.51612903,0.5,0.61538462,0.53846154
2010,1169,0.34375,0.375,0.53846154,0.13333333
2010,1143,0.68571429,0.72222222,0.9375,0.5
2010,1144,0.63333333,0.7,0.8,0.5
2010,1145,0.46875,0.44444444,0.58333333,0.33333333
2010,1147,0.27586207,0.16666667,0.35714286,0.21428571
2010,1146,0.3,0.13333333,0.2,0.07692308
2010,1148,0.4,0.5,0.66666667,0.1875
2010,1416,0.46875,0.375,0.6,0.25
2010,1141,0.5,0.5625,0.76923077,0.3125
2010,1149,0.43333333,0.38888889,0.78571429,0.125
2010,1150,0.61290323,0.5625,0.66666667,0.5
2010,1151,0.45454545,0.33333333,0.6875,0.15384615
2010,1152,0.28125,0.33333333,0.58333333,0
2010,1153,0.54285714,0.38888889,0.72222222,0.18181818
2010,1155,0.65625,0.5625,0.875,0.45454545
2010,1156,0.48484848,0.55555556,0.72222222,0.25
2010,1157,0.8,0.83333333,0.89473684,0.69230769
2010,1159,0.34482759,0.42857143,0.53846154,0.21428571
2010,1158,0.64705882,0.77777778,0.92307692,0.47058824
2010,1160,0.48387097,0.375,0.8125,0.09090909
2010,1161,0.5,0.4375,0.73333333,0.21428571
2010,1162,0.39285714,0.35714286,0.53846154,0.26666667
2010,1163,0.52941176,0.38888889,0.78947368,0.18181818
2010,1164,0.26666667,0.1875,0.53846154,0.0625
2010,1165,0.85294118,0.92857143,0.91666667,0.8125
2010,1166,0.52941176,0.55555556,0.88235294,0.23076923
2010,1171,0.17857143,0.07142857,0.33333333,0
2010,1172,0.51612903,0.61111111,0.71428571,0.5
2010,1173,0.67567568,0.5,0.88888889,0.46153846
2010,1174,0.22580645,0.16666667,0.33333333,0.13333333
2010,1175,0.5862069,0.6875,0.8,0.33333333
2010,1176,0.59375,0.55555556,0.9375,0.15384615
2010,1177,0.25806452,0.05555556,0.4,0
2010,1178,0.58823529,0.5,0.6875,0.42857143
2010,1179,0.42424242,0.38888889,0.5,0.33333333
2010,1180,0.5,0.61111111,0.71428571,0.35294118
2010,1181,0.875,0.8125,1,0.5
2010,1182,0.5,0.4375,0.78571429,0.2
2010,1187,0.32258065,0.25,0.35714286,0.33333333
2010,1190,0.57142857,0.65,0.64285714,0.5
2010,1183,0.61290323,0.61111111,0.75,0.5
2010,1184,0.60606061,0.61111111,0.83333333,0.28571429
2010,1185,0.53125,0.5,0.73333333,0.35714286
2010,1186,0.3,0.3125,0.53846154,0.13333333
2010,1189,0.28125,0.27777778,0.36363636,0.25
2010,1191,0.3,0.16666667,0.4375,0.15384615
2010,1193,0.67647059,0.72222222,0.85714286,0.5
2010,1192,0.34375,0.55555556,0.5,0.25
2010,1196,0.61764706,0.5625,0.76470588,0.5
2010,1197,0.29032258,0.3125,0.5,0.1875
2010,1194,0.46666667,0.55555556,0.69230769,0.33333333
2010,1195,0.27586207,0.22222222,0.41666667,0.07142857
2010,1198,0.21875,0.22222222,0.30769231,0.16666667
2010,1199,0.6875,0.625,0.8125,0.54545455
2010,1200,0.07142857,0,0.16666667,0
2010,1201,0.45454545,0.4375,0.66666667,0.21428571
2010,1202,0.43333333,0.38888889,0.57142857,0.30769231
2010,1205,0.27586207,0.27777778,0.33333333,0.21428571
2010,1206,0.53125,0.66666667,0.6875,0.38461538
2010,1203,0.51612903,0.375,0.53333333,0.46666667
2010,1207,0.67647059,0.55555556,0.75,0.54545455
2010,1208,0.4516129,0.3125,0.75,0
2010,1204,0.28125,0.33333333,0.57142857,0.05882353
2010,1209,0.375,0.27777778,0.64285714,0.07692308
2010,1210,0.63888889,0.4375,0.875,0.27272727
2010,1211,0.79411765,0.85714286,0.93333333,0.66666667
2010,1212,0.25,0.22222222,0.36363636,0.13333333
2010,1453,0.62857143,0.61111111,0.73333333,0.5625
2010,1214,0.4375,0.5,0.5,0.4
2010,1216,0.26666667,0.375,0.38461538,0.1875
2010,1217,0.72413793,0.71428571,0.84615385,0.625
2010,1218,0.33333333,0.1875,0.47619048,0
2010,1219,0.5,0.55555556,0.92307692,0.17647059
2010,1220,0.55882353,0.55555556,0.64705882,0.46153846
2010,1221,0.29032258,0.35714286,0.41666667,0.17647059
2010,1222,0.54285714,0.4375,0.66666667,0.30769231
2010,1223,0.36363636,0.875,0.41666667,0.21428571
2010,1224,0.21875,0.375,0.44444444,0.11764706
2010,1225,0.48387097,0.375,0.57142857,0.375
2010,1226,0.24137931,0.25,0.5,0.05882353
2010,1228,0.58333333,0.55555556,0.72222222,0.63636364
2010,1229,0.66666667,0.61111111,0.88235294,0.42857143
2010,1227,0.26666667,0.16666667,0.5,0.0625
2010,1231,0.32258065,0.22222222,0.47058824,0.11111111
2010,1232,0.53125,0.5,0.78571429,0.33333333
2010,1233,0.67741935,0.66666667,0.78571429,0.66666667
2010,1234,0.3125,0.22222222,0.5,0.09090909
2010,1235,0.46875,0.25,0.61111111,0.3
2010,1237,0.69444444,0.83333333,0.78571429,0.66666667
2010,1238,0.59375,0.94444444,0.75,0.52941176
2010,1239,0.60606061,0.7,0.72727273,0.5
2010,1240,0.36666667,0.38888889,0.58823529,0.07692308
2010,1241,0.39393939,0.22222222,0.64285714,0.13333333
2010,1242,0.91666667,0.9375,1,0.81818182
2010,1282,0.4,0.33333333,0.5,0.33333333
2010,1243,0.78378378,0.6875,0.8125,0.77777778
2010,1244,0.39393939,0.35,0.57142857,0.2
2010,1245,0.70588235,0.8125,0.875,0.6
2010,1246,0.92105263,0.875,1,0.77777778
2010,1247,0.4,0.25,0.46153846,0.33333333
2010,1248,0.59375,0.57142857,0.8125,0.375
2010,1249,0.4375,0.3125,0.72222222,0.07142857
2010,1250,0.66666667,0.71428571,0.88235294,0.46666667
2010,1251,0.48387097,0.55555556,0.57142857,0.35714286
2010,1252,0.56666667,0.7,0.64285714,0.53333333
2010,1114,0.26666667,0.22222222,0.57142857,0
2010,1253,0.51515152,0.5,0.72727273,0.375
2010,1254,0.4516129,0.61111111,0.76923077,0.23529412
2010,1255,0.38709677,,0.75,0.17647059
2010,1418,0.43333333,0.55555556,0.71428571,0.2
2010,1261,0.35483871,0.125,0.61111111,0
2010,1256,0.68571429,0.5625,0.85714286,0.52941176
2010,1419,0.38709677,0.33333333,0.57142857,0.2
2010,1257,0.60606061,0.61111111,0.78947368,0.36363636
2010,1260,0.46666667,0.27777778,0.6,0.33333333
2010,1259,0.43333333,0.33333333,0.46153846,0.4375
2010,1258,0.52941176,0.5,0.6,0.42857143
2010,1263,0.63333333,0.6875,0.75,0.58823529
2010,1264,0.35483871,0.22222222,0.42857143,0.25
2010,1265,0.03333333,0.05555556,0.07692308,0
2010,1266,0.64705882,0.61111111,0.76470588,0.54545455
2010,1267,0.70588235,0.6875,0.78947368,0.61538462
2010,1268,0.72727273,0.8125,0.9375,0.7
2010,1420,0.13333333,0.1875,0,0.25
2010,1271,0.34375,0.5,0.5,0.25
2010,1269,0.375,0.3125,0.53846154,0.21428571
2010,1270,0.33333333,0.3125,0.58333333,0.1875
2010,1272,0.70588235,0.8125,0.85,0.6
2010,1273,0.48484848,0.5,0.625,0.26666667
2010,1274,0.60606061,0.25,0.75,0.2
2010,1275,0.4375,0.5625,0.76923077,0.13333333
2010,1276,0.46875,0.38888889,0.625,0.27272727
2010,1277,0.75675676,0.77777778,0.88235294,0.66666667
2010,1292,0.57575758,0.72222222,0.75,0.46666667
2010,1454,0.58823529,0.55555556,0.71428571,0.46666667
2010,1278,0.6,0.5,0.82352941,0.36363636
2010,1279,0.68571429,0.5625,0.78947368,0.6
2010,1280,0.66666667,0.5625,0.76470588,0.45454545
2010,1290,0.28125,0.44444444,0.66666667,0.16666667
2010,1281,0.67647059,0.625,0.88888889,0.4
2010,1283,0.66666667,0.44444444,0.9047619,0.30769231
2010,1284,0.38709677,0.44444444,0.57142857,0.26666667
2010,1285,0.6875,0.625,0.875,0.5
2010,1286,0.51724138,0.625,0.64285714,0.4
2010,1287,0.68571429,0.83333333,0.88235294,0.5
2010,1288,0.72972973,0.9375,0.91666667,0.63157895
2010,1291,0.51612903,0.66666667,0.76923077,0.33333333
2010,1293,0.86111111,0.94444444,1,0.73333333
2010,1298,0.43333333,0.5,0.71428571,0.2
2010,1301,0.55555556,0.3125,0.58823529,0.38461538
2010,1304,0.45454545,0.125,0.66666667,0.09090909
2010,1305,0.61764706,0.6875,0.9375,0.33333333
2010,1424,0.73529412,0.6875,0.78947368,0.75
2010,1306,0.43333333,0.375,0.69230769,0.2
2010,1307,0.85714286,0.875,0.94444444,0.83333333
2010,1308,0.64705882,0.6875,0.8,0.46666667
2010,1309,0.26666667,0.16666667,0.46153846,0.15384615
2010,1310,0.54545455,0.5,0.72727273,0.42857143
2010,1311,0.36666667,0.4375,0.81818182,0.14285714
2010,1312,0.32258065,0.33333333,0.61538462,0.0625
2010,1313,0.36666667,0.5625,0.6,0.3125
2010,1314,0.54054054,0.3125,0.73684211,0.33333333
2010,1299,0.33333333,0.375,0.53846154,0.16666667
2010,1300,0.24137931,,0.5,0
2010,1315,0.25806452,0.625,0.375,0.2
2010,1295,0.37931034,0.44444444,0.42857143,0.35714286
2010,1316,0.41935484,0.4,0.41666667,0.33333333
2010,1317,0.72727273,0.72222222,0.85714286,0.6
2010,1318,0.60606061,0.77777778,0.69230769,0.57142857
2010,1319,0.5,0.5,0.66666667,0.375
2010,1294,0.75757576,0.75,0.86666667,0.69230769
2010,1296,0.33333333,0.375,0.5,0.1875
2010,1320,0.85714286,0.83333333,1,0.75
2010,1321,0.58823529,0.38888889,0.78947368,0.16666667
2010,1322,0.34482759,0.3125,0.5,0.2
2010,1323,0.65714286,0.55555556,0.85,0.33333333
2010,1324,0.74285714,0.94444444,0.92857143,0.58823529
2010,1325,0.59459459,0.4375,0.76470588,0.35714286
2010,1326,0.78378378,0.77777778,0.94444444,0.54545455
2010,1328,0.41935484,0.25,0.73333333,0.09090909
2010,1329,0.66666667,0.5625,0.9375,0.3
2010,1330,0.75,0.83333333,1,0.6
